product_id;sku;category_id
3931;ELCX3282562;2388
3931;ELCX3282562;8609
3931;ELCX3282562;8612
3931;ELCX3282562;211
3931;ELCX3282562;233
3931;ELCX3282562;2240
3931;ELCX3282562;2387
3931;ELCX3282562;2388
3931;ELCX3282562;8609
3931;ELCX3282562;8612
3931;ELCX3282562;211
3931;ELCX3282562;233
3931;ELCX3282562;2240
3931;ELCX3282562;2387
3931;ELCX3282562;2388
3931;ELCX3282562;8609
3931;ELCX3282562;8612
3931;ELCX3282562;211
3931;ELCX3282562;233
3931;ELCX3282562;2240
3931;ELCX3282562;2387
3931;ELCX3282562;2388
3931;ELCX3282562;8609
